teleplay_id,name,genre,type,episodes,rating,members
19217,And And,Music,Music,1,5.706106201001052,470
23,Ring ni Kakero 1,"Action, Shounen, Sports",medium,12,6.7130649606475625,2224
407,Tantei Gakuen Q,"Comedy, Drama, Mystery, Police, Shounen",medium,45,7.813839785407115,16591
7294,Licca-chan Fushigi na Mahou no Ring,"Adventure, Fantasy",short,2,5.957054007430267,295
992,Dual Parallel! Trouble Adventures,"Action, Comedy, Harem, Mecha, Sci-Fi, Shounen",medium,13,7.051171394126541,10636
2472,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",long,1,7.4232620096879325,108170
33074,Lupin III (2015) Specials,"Action, Adventure, Comedy, Shounen",Special,2,6.738449316056311,1353
10110,Mayo Chiki!,"Comedy, Ecchi, Harem, Romance, School",medium,13,6.8260415737871725,192219
11887,Kokoro Connect,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",medium,13,7.278209571523444,283847
2431,Nikuyoku Gangu Takuhainin,Restricted,short,3,6.017085037375478,1566
13519,Organic,Comedy,ONA,1,4.441551634367693,183
522,Metropolis,"Adventure, Drama, Police, Romance, Sci-Fi, Shounen",long,1,7.564372748507712,44030
13785,Uhou Renka,Restricted,short,2,6.760447777400082,4873
788,Eiken: Eikenbu yori Ai wo Komete,"Comedy, Ecchi, Harem, School",short,2,6.847360057811889,15764
2277,Mahou Yuugi 2D,"Adventure, Comedy, Fantasy, Magic",ONA,24,6.7684255219568605,1877
3574,Switch,"Action, Mystery, Police",short,2,7.173507334391101,17871
24987,Furueru Kuchibiru Episode 0,Restricted,short,1,6.216030535088417,1953
22961,Date A Live: Encore OVA,"Romance, Slice of Life",short,1,7.1262338971731,48432
825,King of Fighters: Another Day,"Adventure, Drama, Shounen",ONA,4,6.801181387602787,8497
16119,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou,"Historical, Josei",Special,1,6.366349544768541,1029
9991,Bremen 4: Jigoku no Naka no Tenshi-tachi,"Adventure, Kids",Special,1,5.884680957760073,249
3980,Bi-Indoushi Miija: Injoku no Gakuen,Restricted,short,2,5.826392603511742,1158
260,Happy☆Lesson (TV),"Comedy, Drama, Harem, Romance, Slice of Life",medium,13,6.950734928895955,17109
30695,Pop in Q,"Fantasy, Music",long,1,6.797931167322746,5207
3763,Chouon Senshi Borgman: Lovers Rain,"Action, Demons, Sci-Fi, Shounen",long,1,5.923915644150041,404
4033,The iDOLM@STER Live For You!,"Comedy, Drama, Music",short,1,6.7781766141683955,6601
719,Ai no Kusabi,"Drama, Romance, Sci-Fi, Yaoi",short,2,6.582999201888544,20964
32353,Bonobono (2016),Comedy,medium,Unknown,5.77058484497329,760
10674,Omake,Comedy,long,1,5.755254030233026,339
171,Strange Dawn,"Adventure, Drama, Fantasy",medium,13,6.594582048696025,1865
21277,Yawaraka Atom,"Comedy, Parody",ONA,7,5.206712823972566,69
2805,Onegai! Samia Don,"Comedy, Fantasy, Kids, Magic, Slice of Life",medium,78,6.649816118796183,472
2435,Choubatsu Yobikou,"Restricted, School",short,2,6.095105560592252,1818
27721,Kasumin,"Fantasy, Kids",medium,26,6.215323410268032,236
1942,Rocket Girls,"Adventure, Sci-Fi",medium,12,6.639524372144004,4794
3581,Requiem,Restricted,short,2,6.317970224077787,2413
6830,Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,"Action, Historical, Samurai",long,1,5.914389891670026,432
539,Tenchi Muyou! Ryououki,"Action, Comedy, Sci-Fi, Shounen, Space",short,6,7.403435671397503,25902
2283,Red Baron,"Action, Mecha, Sci-Fi, Shounen",medium,49,6.884285759877681,1188
969,Tsubasa Chronicle 2nd Season,"Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural",medium,26,7.640487471685571,79166
33887,Time for Christmas,Music,Music,1,5.086392347749363,42
26235,Crayon no Hoshi,"Drama, Kids",short,1,7.0105703333060365,47
9890,Major: Message,"Comedy, Drama, Sports",short,1,7.221032107736326,12282
18329,Meoteoldosawa Ttomae,"Action, Adventure, Fantasy, Magic, Shounen",long,1,7.379156120514605,66
23971,Fuku-chan no Zousan Butai,"Comedy, Historical",long,1,6.9892122083248145,68
7775,Futatsu no Kurumi,Drama,Special,1,6.224606763809637,552
6555,Pokemon: Pikachu no Kirakira Daisousaku!,"Adventure, Comedy, Fantasy, Kids",Special,1,6.822749490934623,3786
9630,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,"Comedy, Historical",Special,7,6.683245091611646,3232
846,School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",medium,26,7.594734420245985,93095
16253,"Umi Da! Funade Da! Nikoniko, Pun","Comedy, Fantasy",long,1,7.488109432064457,79
34502,Inazma Delivery,"Action, Comedy, Sci-Fi",medium,10,6.319620171036465,32
14039,Katayoku no Khronos Gear,"Action, Sci-Fi",short,1,5.690685076815568,542
1620,MAPS,"Adventure, Comedy, Sci-Fi",short,4,6.0384807723435046,1007
2276,Shin Saishuu Chikan Densha,Restricted,short,3,6.2980417695615,2163
1220,Hoshizora Kiseki,"Romance, Sci-Fi",ONA,1,6.481669411521663,7674
34321,Fate/Grand Order: First Order,"Action, Fantasy, Magic, Supernatural",Special,1,6.80821707475844,5005
5101,Doutei Kawaiya,Restricted,ONA,1,5.556369401792346,787
33724,Monster Strike The Movie: Hajimari no Basho e,"Action, Fantasy, Game",long,1,6.070565575811765,978
8142,Colorful (Movie),"Drama, Slice of Life, Supernatural",long,1,7.547103001796897,63263
14117,Blood-C: Special Edition,"Action, Horror, School, Supernatural, Vampire",Special,2,6.77292017029539,6993
2905,Ikkitousen: Dragon Destiny Specials,"Ecchi, Martial Arts, School, Super Power",Special,6,6.761955915912361,15774
21681,Hanayamata,"Comedy, School, Seinen, Slice of Life",medium,12,6.981152536455099,55536
28623,Koutetsujou no Kabaneri,"Action, Drama, Fantasy, Horror",medium,12,6.585646132236931,253027
9627,Kakko Kawaii Sengen!,Comedy,medium,5,5.738858603911326,590
2453,Dennou Sentai Voogie&#039;s★Angel,"Action, Drama, Mecha, Military, Sci-Fi",short,3,6.441736158453198,1132
11661,Robo to Shoujo (Kari),"Action, Comedy, Mecha, Sci-Fi",ONA,9,5.666171331247997,1031
9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,"Shounen, Sports, Super Power",long,1,7.314904875251055,6392
9375,Netorare: Tanabe Yuuka no Dokuhaku,Restricted,short,1,6.290269012781502,2042
20207,Boku no Boukuugou,"Drama, Historical, Kids",Special,1,6.557878414398569,154
2161,Skull Man,"Action, Mystery, Super Power",medium,13,7.121100731209544,16361
5337,Bakugan Battle Brawlers: New Vestroia,"Adventure, Fantasy, Game, Shounen",medium,52,6.994946313759753,14694
19645,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,"Adventure, Comedy, Fantasy, Kids",long,1,6.495983649143824,754
8490,Digimon Adventure 3D: Digimon Grand Prix!,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports",long,1,7.025992688644983,4882
2521,Haja Kyosei G Dangaiou,"Action, Mecha, Sci-Fi",medium,13,6.349895463423323,1377
17831,Inu to Hasami wa Tsukaiyou,"Comedy, Supernatural",medium,12,6.786007835589228,69526
20871,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,"Comedy, Fantasy, Shounen",Special,1,7.150396996661522,5123
1959,Wild 7,"Action, Drama, Police, Shounen",short,2,6.372942757591145,679
21843,Shingeki no Bahamut: Genesis,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",medium,12,6.89702523667588,143701
29053,Orangutan,"Kids, Music",Music,1,5.048258770048189,98
30938,Ijime Juuyon-sai no Message,Drama,short,1,6.920028503731976,38
1456,L/R: Licensed by Royal,"Action, Adventure, Mystery, Police",medium,12,6.48497819263221,2388
8187,Fumiko no Kokuhaku,Comedy,ONA,1,6.569895183112,13829
6959,GA: Geijutsuka Art Design Class OVA,"Comedy, School, Seinen, Slice of Life",short,1,6.608062121348935,3284
31008,Makeruna! Senta: Sayonara Ijime Mushi,"Drama, Kids",short,1,7.01036766890208,35
14837,Dragon Ball Z Movie 14: Kami to Kami,"Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power",long,1,7.345671971015124,66471
753,Chijoku Shinsatsushitsu,Restricted,short,2,6.567251333007714,2825
10533,Fujilog,Comedy,medium,13,5.697582907815837,275
31710,Divine Gate,"Action, Fantasy, Sci-Fi",medium,12,6.649249127185618,83271
33232,Area 88 Movie,"Action, Adventure, Drama, Military, Romance",long,1,5.531850671348905,210
1171,Slayers Excellent,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen, Supernatural",short,3,7.33790475262023,13842
2034,Lovely★Complex,"Comedy, Romance, Shoujo",medium,24,7.394188095475947,235003
16740,Hanamaru Youchien Special Preview,"Comedy, School",Special,1,6.364069078040561,1093
8155,Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,"Adventure, Comedy, Fantasy, Horror, Supernatural",long,1,5.749590652671741,214
33846,Yurugaro,"Comedy, Fantasy",Special,Unknown,5.176593123844818,153
2187,Shuudan Chikan Densha,Restricted,short,2,5.784700707153582,1065
2534,Angelique,"Drama, Fantasy, Romance, Sci-Fi, Shoujo",short,3,6.541740313634266,3523
31257,Spacy,Dementia,long,1,4.8988687981688255,131
8713,Akai Ito,"Drama, Romance, Slice of Life",Special,1,6.62728820417255,1648
16,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",medium,24,7.601928550073376,130646
5051,Macross XX,"Action, Mecha",Special,1,6.29271214442557,1609
3446,Biohazard: Degeneration,"Action, Horror, Sci-Fi",long,1,6.925583443522951,20172
2620,Spider Riders: Yomigaeru Taiyou,"Action, Adventure, Mecha",medium,26,6.836688403049219,1889
4820,Be-yond,Restricted,short,2,5.587201671279631,693
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy, Drama, Slice of Life",long,1,7.140540336821979,3089
2491,Touch: Sebangou no Nai Ace,"Drama, Romance, Sports",long,1,6.613673457469354,1109
4398,Kuro Nyago,Fantasy,long,1,6.422971885901811,1979
3569,Injuu Seisen: Twin Angels,"Restricted, Horror",short,4,5.693351190111324,1169
214,Pia Carrot e Youkoso!! 2,"Comedy, Restricted, Romance",short,3,6.078464241480547,1408
32521,Super Mario World: Mario to Yoshi no Bouken Land,"Comedy, Game, Kids",short,1,5.989699642799094,163
31874,2002-nen Harmoni Ondo,"Kids, Music",Music,1,5.047893507207579,79
30859,Memory of Red,Dementia,long,1,4.641054563102274,331
3027,Hokuto no Ken: Yuria-den,"Action, Adventure, Drama, Martial Arts",short,1,6.546647210594874,3713
7027,Manga,Comedy,long,1,5.823489806308967,492
20237,Anime Document: München e no Michi,Sports,medium,16,7.2548933919205725,83
10135,Manga Hajimete Monogatari,"Adventure, Comedy, Historical",medium,305,6.879270175743467,169
22619,Kero Kero Keroppi no Tomodachitte Ii na,Kids,short,1,6.771100083425083,71
22065,The Adventures of T-Rex,"Action, Adventure, Comedy, Kids",medium,52,7.022583960313247,84
31374,Shingeki! Kyojin Chuugakkou,"Comedy, Parody, School, Shounen",medium,12,7.106503896597901,52928
3701,Kaiba,"Adventure, Mystery, Romance, Sci-Fi",medium,12,7.012071452268693,56927
3737,Usavich,"Adventure, Comedy",medium,13,6.659048088628349,4675
2375,Shusaku Replay,"Restricted, School",short,4,5.991384359601977,1176
23245,Go Go Toraemon,"Comedy, Sports",short,1,6.534346665680622,57
2007,Dousou Kai Again,Restricted,short,2,5.803518139343118,1101
9491,Katsugeki Shoujo Tanteidan,"Action, Comedy, School",short,1,5.865515665439232,557
3635,Advancer Tina,"Restricted, Sci-Fi, Space",short,1,6.033680272609235,1487
13325,Crimson Girls: Chikan Shihai,Restricted,short,3,6.575281509615925,3292
24371,Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude,"Drama, Mecha, Military",Special,1,6.616534062093061,2078
23333,DRAMAtical Murder,"Action, Psychological, Sci-Fi, Super Power",medium,12,6.788123232245795,80121
18155,Linetown,Comedy,medium,50,6.548687875036665,369
33729,Chain Chronicle: Haecceitas no Hikari Part 2,"Action, Adventure, Fantasy, Magic, Shounen",long,1,6.770194846143245,2069
28675,Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen,"Fantasy, Slice of Life, Supernatural",long,1,7.460237111378861,59815
9956,The Primitives: Bongo and Grunge,Comedy,medium,52,6.884053532274987,58
481,Yu☆Gi☆Oh! Duel Monsters,"Adventure, Game, Shounen",medium,224,7.250684347469694,132099
16399,Jeonja Ingan 337,"Action, Sci-Fi, Super Power",long,1,6.917418128985194,83
4601,Fairy Forest Remi-chan,Restricted,short,1,5.1819591706121075,1060
18241,Himitsukessha Taka no Tsume MAX,"Comedy, Parody, Super Power",medium,38,7.382763916340691,112
3301,Septem Charm Magical Kanan,"Restricted, Magic, Romance, School",short,4,6.046737876802783,1381
1525,Pokemon Crystal: Raikou Ikazuchi no Densetsu,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,7.038101277070186,13929
5143,Tokusou Kihei Dorvack,"Action, Mecha, Sci-Fi",medium,36,6.531624754070302,360
3458,Pi Po Pa Po Patrol-kun,"Comedy, Kids",medium,65,5.819748205348956,153
31530,Classroom☆Crisis Special,"School, Sci-Fi",Special,1,6.60016786019345,2738
26247,Mina no Egao,"Drama, Kids",short,1,7.010654761598728,52
7112,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,"Drama, Fantasy, Mystery",long,1,6.5620058067680205,1062
2702,Bakukyuu Renpatsu! Super Bedaman,"Adventure, Game",medium,18,6.342972080727659,592
6463,Hoshi wo Katta Hi,"Kids, Sci-Fi",long,1,6.569271956085789,2814
2004,Hanada Shounen-shi,"Comedy, Drama, Slice of Life, Supernatural",medium,25,7.287282307188417,6321
21105,Love Stage!!,"Comedy, Romance, Shounen Ai",medium,10,7.121757120887131,83397
4053,Prince of Tennis: The National Tournament Finals,"Comedy, School, Shounen, Sports",short,7,7.591076297541369,21020
16335,Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,"Action, Mecha, Military, Sci-Fi",Special,1,6.967839073014203,5477
32276,Nar Doma Manner Movie,Comedy,long,1,6.634865185507202,65
11665,Natsume Yuujinchou Shi,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",medium,13,7.532081999231726,98431
11673,Hal no Fue,"Adventure, Kids",long,1,5.757311227603868,202
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,"Drama, Fantasy, Magic, Slice of Life",medium,6,6.788458340271013,4439
30094,Majin Sentai Death Ranger: Ubawareta Pudding!,"Action, Comedy",ONA,1,5.236772723712754,111
5900,Jean Valjean Monogatari,Drama,Special,1,6.116442842776713,422
24677,Gegege no Kitarou: Kitarou Tanjou-hen,Supernatural,Special,1,6.195024258870869,103
443,Onegai☆Teacher: Himitsu na Futari,"Comedy, Ecchi, Romance, Sci-Fi",short,1,6.6823642609677885,32134
5872,Doubutsu Mura no Sports Day,Action,long,1,5.428026432379291,448
3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,"Harem, Music, Romance, School, Shoujo",Special,1,7.199789785693848,17967
12163,Ginga Tetsudou 999: Hoshizora wa Time Machine,"Drama, Sci-Fi",long,1,6.0356907148801735,443
27509,Toaru Majutsu no Index 10th Anniversary PV,"Action, Comedy, Magic, Sci-Fi, Super Power",Special,1,6.822639375378673,5052
22983,Hipira-kun ONA,"Comedy, Fantasy, Kids, Supernatural, Vampire",ONA,2,5.071911174649881,318
4718,AIKa: Special Trial,Ecchi,Special,1,6.439729583746567,4116
8897,Ganbare! Marine Kid,"Action, Adventure, Kids, Sci-Fi",medium,13,6.435136659901515,139
22689,Terra Formars: Bugs 2-hen,"Action, Horror, Sci-Fi, Space",short,2,6.60581239868258,21616
4394,Norakuro Gochou,Adventure,long,1,5.8112746023361135,444
7245,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,Fantasy,medium,26,6.295315510797325,227
6747,Dance in the Vampire Bund,"Action, Supernatural, Vampire",medium,12,6.614178492090404,121005
22709,Zettai Zetsumei Dangerous Jiisan (2005),"Comedy, Kids",medium,19,6.861466516877581,66
29837,"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice &amp; Fiction","Mystery, Police, Supernatural",Special,1,6.592238333813357,190
16512,Devil Survivor 2 The Animation,"Action, Demons, Supernatural",medium,13,6.96021286373618,101266
32758,Toute wa Sono Kotae,"Music, Supernatural",Music,1,5.088840713534238,83
3695,Spectral Force Chronicle Divergence,Fantasy,short,1,5.900842153462913,410
1636,Ai Shimai Tsubomi... Kegashite Kudasai,Restricted,short,2,6.562767879564278,3932
1245,Shihaisha no Tasogare,"Action, Demons, Drama, Horror, Sci-Fi, Shoujo, Supernatural",short,1,6.253391081742402,4377
30431,Anata mo Robot ni Nareru feat. Kamome Jidou Gasshoudan,Music,Music,1,4.755421902919817,137
27375,Hitoribotchi,Drama,long,1,6.515269249157794,60
16377,Peeping Life: The Perfect Extension,"Comedy, Slice of Life",short,10,5.914169441523027,245
31771,Amanchu!,"Comedy, School, Shounen, Slice of Life",medium,12,7.2159493438286795,40481
1178,Detonator Orgun,"Action, Mecha, Sci-Fi",short,3,6.40971609021048,2809
6884,Ookami to Koushinryou II Specials,Fantasy,Special,2,6.926473112432558,34903
5285,SeeIn AO,Restricted,short,2,5.586718475293615,487
732,Vampire Hunter D,"Action, Horror, Sci-Fi, Supernatural, Vampire",long,1,7.1689092629322095,42377
293,Di Gi Charat,"Comedy, Fantasy, Sci-Fi",medium,16,6.875899517813776,12227
30654,Ansatsu Kyoushitsu (TV) 2nd Season,"Action, Comedy, School, Shounen",medium,25,7.48808670062295,176475
33570,Zenryoku Yobikou 5.5 Seminar Prologue,"Comedy, Parody, School",ONA,1,5.4893339114374715,62
16201,Aku no Hana,"Drama, Psychological, Romance, School",medium,13,7.100816513877978,86669
33205,StarFox Zero: The Battle Begins,"Action, Sci-Fi, Space",ONA,1,6.103011521333723,1885
10897,Boku wa Tomodachi ga Sukunai Episode 0,"Comedy, Romance, School, Seinen, Slice of Life",short,1,7.278495843926277,69233
13373,Kyoto Animation: Hana-hen,Slice of Life,Special,1,6.255112115489515,2483
22069,Swing Out Sisters (2014),Restricted,short,1,6.710960913519941,5099
10319,Chou Dendou Robo Tetsujin 28-gou FX,"Action, Adventure, Mecha, Sci-Fi",medium,47,6.636847749680692,354
900,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",long,1,7.352625336881845,52690
2604,Sky Girls,"Mecha, Military, Sci-Fi",medium,26,7.2890161019338535,17115
16780,Gongnyong Baengmannyeon Ttori,"Action, Adventure, Shounen",long,1,6.682669916183772,76
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"Comedy, Drama, Shoujo",short,1,7.108848385375833,9268
31268,Miira no Yume,Dementia,long,1,5.508531663493603,98
6586,Yume-iro Pâtissière,"Kids, School, Shoujo",medium,50,7.309910115904561,36921
4039,Golgo 13 (TV),"Action, Adventure, Drama, Seinen, Thriller",medium,50,7.991086788898073,18687
29731,Beppu x Peeping Life,"Comedy, Slice of Life",ONA,1,4.469500126434131,161
2901,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,"Action, Comedy, Mystery, Police",long,1,6.233182194140847,786
1303,The Animatrix,"Action, Drama, Sci-Fi",short,9,7.180184133041018,42831
10379,Natsume Yuujinchou San,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",medium,13,7.532081999231726,102322
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,"Adventure, Comedy, Fantasy, Kids, Shounen",long,1,7.210617114466655,1272
10325,Kyuuketsuki,"Restricted, Vampire",short,2,6.38622679197925,3281
31737,Gakusen Toshi Asterisk 2nd Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",medium,12,6.741014724270115,101287
590,Kage kara Mamoru!,"Comedy, Romance, Shounen",medium,12,7.122243411915658,17136
18005,Forza! Hidemaru,Sports,medium,26,7.178376281443143,102
300,3x3 Eyes,"Action, Demons, Fantasy, Horror, Romance",short,4,6.707311727305413,15683
7021,Ni-hiki no Sanma,Comedy,long,1,5.736167165981904,344
8681,Kitakaze Kozou no Kantarou,"Music, Samurai",Music,1,5.415647235416876,254
32146,Peeping Life: TV Asahi Josei Announcer Collab,"Comedy, Slice of Life",Special,1,6.18276760473017,83
28723,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,"Music, School, Shoujo",Special,1,6.339739888487714,630
1764,Slam Dunk (Movie),"Comedy, Drama, School, Shounen, Slice of Life, Sports",long,1,7.772273114391544,8750
32344,Nana-iro Megane,Music,Music,1,5.087358160496751,90
33421,Hitori no Shita: The Outcast,"Action, Super Power, Supernatural",medium,12,6.724093761127892,36343
8312,Piece,Music,Music,1,5.991595088936744,1143
4737,Himitsukessha Taka no Tsume,"Comedy, Parody, Super Power",medium,12,5.684554876763581,341
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,"Comedy, Mystery",Special,1,7.2718681471007205,13901
33263,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,"Action, Drama, Mystery, Supernatural",short,8,7.314206714961063,19317
5859,Kiddy GiRL-AND Pilot,"Action, Sci-Fi, Super Power",short,1,6.392012684270178,3539
2006,Yu☆Gi☆Oh! (1999),"Adventure, Comedy, Fantasy, Game, Shounen",long,1,7.349032794692786,26934
13119,Hakuouki Movie 2: Shikon Soukyuu,"Action, Drama, Historical, Josei, Samurai, Supernatural",long,1,7.261841778941864,9492
365,Fake,"Comedy, Mystery, Police, Romance, Shounen Ai",short,1,7.343602145139138,10926
9939,Kunoichi Sakuya,Restricted,short,2,5.881875280412489,1218
21483,Sanchoume no Yuuhi,"Comedy, Slice of Life",medium,27,7.042549253393112,72
24843,Clarinet Kowashichatta,Music,Music,1,5.0877805257909765,111
10200,Bikkuriman: Moen Zone no Himitsu,"Action, Adventure, Kids",long,1,6.97081829444063,108
31426,Urawa no Usagi-chan Special,"Comedy, School, Slice of Life",Special,1,6.136675543160559,764
5811,Nezumi no Rusuban,Action,long,1,5.544867596685384,532
2019,DNA Sights 999.9,"Action, Adventure, Drama, Sci-Fi",short,1,6.253793014962505,1048
4851,Lupin III: Seven Days Rhapsody,"Action, Adventure, Comedy, Shounen",Special,1,7.002357417050453,2482
10526,Duel Masters Zero,"Action, Kids",medium,25,6.445097345515744,795
31073,Show By Rock!!: Plasmagica na Gogo,Comedy,ONA,3,5.2546695291256285,469
28579,Kyoro-chan no Jishin Youjin Hi no Youjin,"Drama, Fantasy, Kids",short,1,7.708667130392499,69
246,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance, Shounen",medium,51,7.401567954220454,56353
1347,Bubblegum Crisis,"Adventure, Mecha, Sci-Fi, Shounen",short,8,7.292782870136249,17268
13029,Arashi no Yoru ni: Himitsu no Tomodachi,"Adventure, Drama",medium,26,6.990361566372106,1597
33662,Taka no Tsume 8: Yoshida-kun no X-Files,"Comedy, Parody",long,1,6.846380813950252,13
10458,Ran-&gt;Sem: Hakudaku Delmo Tsuma no Miira Tori,Restricted,short,2,6.696717129952267,4192
463,One Piece Movie 5: Norowareta Seiken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",long,1,7.410753217316843,35357
24743,Yakin Byoutou Specials,Restricted,short,2,5.593386021706291,608
26279,Kumo no Ito (OVA),Fantasy,short,1,7.543487239591682,67
11695,Ultraman Graffiti,"Action, Comedy, Parody, Super Power",short,6,6.553675140082012,123
8729,Omoide no Album,"Kids, Music, School, Slice of Life",Music,1,5.0859972954269725,205
3278,Kinnikuman: New York Kiki Ippatsu!,"Action, Comedy, Shounen, Sports",long,1,6.193985627714401,278
5646,Deep Voice,Restricted,short,3,5.75237291704078,844
32804,Ainone,"Drama, Music",Music,1,5.350230936515735,136
14685,Onegai☆Teacher: Reminiscence Disc,"Comedy, Romance, Sci-Fi",short,1,6.37203878447828,2503
3044,Tetsuwan Atom (1980),"Action, Adventure, Mecha, Sci-Fi, Shounen",medium,52,7.124419905218755,5743
28915,Hidamari Sketch x ☆☆☆ Recap,"Comedy, School, Slice of Life",Special,1,6.060419710333854,421
85,Mobile Suit Zeta Gundam,"Drama, Mecha, Military, Sci-Fi, Space",medium,50,7.603992808320813,28959
6875,Iron Man,"Action, Drama, Mecha",medium,12,6.8252824871695665,17403
17269,Captain Harlock,"Action, Drama, Sci-Fi, Space",long,1,7.422940739692227,25484
2630,Doraemon Meets Hattori the Ninja,"Comedy, Kids, Sci-Fi, Shounen",Special,1,6.675993398933597,729
7528,Kujira (1952),Fantasy,long,1,5.814528549626504,317
32777,Jitensha-hen,Music,Music,1,5.086895445478362,67
1601,Red Garden,"Drama, Mystery",medium,22,7.488297694901588,27169
3215,Fuyu no Hi,Historical,long,1,6.497315497904478,2380
13053,Aimai Elegy,Music,Music,1,6.376025751328037,1646
288,Bakuten Shoot Beyblade,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",medium,51,7.317177273399647,49467
8183,Bouken Korobokkuru,Adventure,medium,26,6.243917247055086,171
21407,Happiness Charge Precure!,"Action, Fantasy, Magic, Shoujo",medium,49,7.1853134124471625,4884
9879,Shougakusei no Yuukai Boushi: Yumi-chan Abunai yo!,Kids,short,1,6.771505200658894,92
624,Mouse,"Action, Comedy, Ecchi, Harem, Shounen",medium,12,6.932556252327445,10979
15479,Hey Yo Yorang,"Adventure, Comedy, Fantasy, Kids, Magic",medium,26,6.039553083423042,144
30119,Yowamushi Monsters,Kids,medium,Unknown,6.964758739382116,85
11543,Hate You,Music,Music,1,6.048473310215567,1222
15077,Tabisuru Nuigurumi: Traveling Daru,"Kids, Slice of Life",short,1,6.378986681987031,2565
2607,Birth,"Action, Adventure, Comedy, Sci-Fi",short,1,6.383886616404401,2129
2739,Highschool Aurabuster: Hikari no Mezame,"Drama, Fantasy, Super Power",short,3,6.1955483219482455,347
603,Futari wa Precure,"Action, Comedy, Fantasy, Magic, Shoujo",medium,49,7.4004691330082615,17671
345,Eikoku Koi Monogatari Emma,"Drama, Historical, Romance, Seinen, Slice of Life",medium,12,7.305090226055716,23877
1430,Lupin III: Cagliostro no Shiro,"Adventure, Comedy, Shounen",long,1,7.406753422647881,32732
2890,Gake no Ue no Ponyo,"Adventure, Fantasy",long,1,7.346611025651843,140277
19009,Puyo Puyo: Madou Monogatari,"Comedy, Fantasy",short,1,5.7071282402958055,151
3369,Shoubushi Densetsu Tetsuya,"Game, Historical, Shounen",medium,20,7.083651685341259,3735
4038,Zettai Karen Children,"Action, Comedy, Shounen, Supernatural",medium,51,7.618482976415152,25876
32959,Mirai no Watashi,"Comedy, Slice of Life",ONA,1,5.321476675462925,1089
1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,"Adventure, Comedy, Mystery, Police, Shounen",long,1,8.009768332386171,21729
15109,Cuticle Tantei Inaba,"Action, Comedy, Mystery, Shounen, Supernatural",medium,12,7.508353858086335,50019
10581,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,"Action, Drama, Mecha, Military, Sci-Fi, Space",Special,1,7.233259292782476,3528
19283,Oyako Rankan The Animation,Restricted,short,1,6.03784219468303,1578
31793,Mahou Shoujo Nante Mou Ii Desukara.,"Comedy, Magic",medium,12,6.632358835163265,13654
28063,Sword Art Online II: Sword Art Offline II,Comedy,Special,9,6.913085908983598,19677
1533,Ai Tenshi Densetsu Wedding Peach,"Adventure, Comedy, Magic, Romance, Shoujo",medium,51,7.347204360064239,12536
